userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Aqila Aqila,"aku download ini karna pikiran ku trus menghantuiku , gr gr au anak motor ni yee",5,,2025-10-01 09:12:06,,,"aku download ini karna pikiran ku trus menghantuiku , gr gr au anak motor ni yee","['aku', 'simpan', 'ini', 'karena', 'pikiran', 'ku', 'terus', 'meng', 'hantu', 'iku', 'gr', 'gr', 'au', 'anak', 'motor', 'ini', 'yee']","['aku', 'simpan', 'ini', 'karena', 'pikir', 'ku', 'terus', 'meng', 'hantu', 'iku', 'gr', 'gr', 'au', 'anak', 'motor', 'ini', 'yee']","['simpan', 'meng', 'hantu', 'iku', 'gr', 'gr', 'au', 'anak', 'motor', 'yee']",positive
Ansari Oktavia,suka bug,1,,2025-10-01 07:22:55,,,suka bug,"['suka', 'bug']","['suka', 'bug']","['suka', 'bug']",negative
Lucinda Akun,𝑑𝑒𝑣 𝑠𝑢𝑚𝑝𝑎ℎ 𝑖𝑛𝑖 𝑘𝑛𝑝 𝑗𝑑 𝑠𝑢𝑠𝑎ℎ 𝑏𝑔𝑡 𝑦 𝑑𝑟𝑎𝑓 𝑐𝑒𝑟𝑖𝑡𝑎𝑘𝑢 𝑔 𝑏𝑖𝑠𝑎 𝑑𝑖𝑏𝑢𝑘𝑎 𝑎𝑘𝑢 𝑐𝑜𝑏𝑎 𝑟𝑒𝑠𝑡𝑎𝑟𝑑 𝑢𝑙𝑎𝑛𝑔 𝑒ℎ 𝑝𝑎𝑠 𝑙𝑜𝑔𝑖𝑛 𝑛𝑦𝑎 𝑚𝑎𝑙𝑎ℎ 𝑔 𝑏𝑖𝑠𝑎 𝑚𝑎𝑠𝑢𝑘 𝑔𝑚𝑛 𝑠𝑖 𝑡𝑜𝑙𝑜𝑛𝑔𝑖𝑛 𝑙𝑎ℎ. 𝑠𝑒𝑏𝑒𝑙𝑢𝑚𝑛𝑦𝑎 𝑖𝑛𝑖 𝑔 𝑝𝑟𝑛ℎ 𝑡𝑒𝑟𝑗𝑎𝑑𝑖 𝑙𝑜ℎ 𝑠𝑘𝑟𝑔 𝑏𝑛𝑦𝑘 𝑘𝑒𝑛𝑑𝑎𝑙𝑎 𝑏𝑘𝑛 𝑝𝑢𝑠𝑖𝑛𝑔 𝑎𝑗.,3,,2025-10-01 06:52:56,,,𝑑𝑒𝑣 𝑠𝑢𝑚𝑝𝑎ℎ 𝑖𝑛𝑖 𝑘𝑛𝑝 𝑗𝑑 𝑠𝑢𝑠𝑎ℎ 𝑏𝑔𝑡 𝑦 𝑑𝑟𝑎𝑓 𝑐𝑒𝑟𝑖𝑡𝑎𝑘𝑢 𝑔 𝑏𝑖𝑠𝑎 𝑑𝑖𝑏𝑢𝑘𝑎 𝑎𝑘𝑢 𝑐𝑜𝑏𝑎 𝑟𝑒𝑠𝑡𝑎𝑟𝑑 𝑢𝑙𝑎𝑛𝑔 𝑒ℎ 𝑝𝑎𝑠 𝑙𝑜𝑔𝑖𝑛 𝑛𝑦𝑎 𝑚𝑎𝑙𝑎ℎ 𝑔 𝑏𝑖𝑠𝑎 𝑚𝑎𝑠𝑢𝑘 𝑔𝑚𝑛 𝑠𝑖 𝑡𝑜𝑙𝑜𝑛𝑔𝑖𝑛 𝑙𝑎ℎ. 𝑠𝑒𝑏𝑒𝑙𝑢𝑚𝑛𝑦𝑎 𝑖𝑛𝑖 𝑔 𝑝𝑟𝑛ℎ 𝑡𝑒𝑟𝑗𝑎𝑑𝑖 𝑙𝑜ℎ 𝑠𝑘𝑟𝑔 𝑏𝑛𝑦𝑘 𝑘𝑒𝑛𝑑𝑎𝑙𝑎 𝑏𝑘𝑛 𝑝𝑢𝑠𝑖𝑛𝑔 𝑎𝑗.,"['dev', 'sumpah', 'ini', 'kenapa', 'jd', 'susah', 'banget', 'iya', 'draft', 'ceritaku', 'tidak', 'bisa', 'dibuka', 'aku', 'coba', 'restard', 'ulang', 'eh', 'pas', 'login', 'nya', 'malah', 'tidak', 'bisa', 'masuk', 'gimana', 'si', 'tolongin', 'lah', 'sebelumnya', 'ini', 'tidak', 'prnh', 'terjadi', 'loh', 'sekarang', 'bnyk', 'kendala', 'bkn', 'pusing', 'aja']","['dev', 'sumpah', 'ini', 'kenapa', 'jd', 'susah', 'banget', 'iya', 'draft', 'cerita', 'tidak', 'bisa', 'buka', 'aku', 'coba', 'restard', 'ulang', 'eh', 'pas', 'login', 'nya', 'malah', 'tidak', 'bisa', 'masuk', 'gimana', 'si', 'tolongin', 'lah', 'belum', 'ini', 'tidak', 'prnh', 'jadi', 'loh', 'sekarang', 'bnyk', 'kendala', 'bkn', 'pusing', 'aja']","['dev', 'jd', 'susah', 'draft', 'cerita', 'restard', 'login', 'masuk', 'tolongin', 'prnh', 'bnyk', 'kendala', 'bkn', 'pusing']",neutral
Muthiah Mutik tiah tiol,wp aπj,1,11.15.1,2025-10-01 06:34:39,,,wp aπj,"['wattpad', 'apj']","['wattpad', 'apj']",['apj'],negative
Lila Permatasari,"Bisa gak buat fitur eliminasi? Ya gak sih namanya. Ya pokoknya fitur yang bisa buat kita milih gak mau genre ini gitu untuk genre yang kita gak mau. Muak banget sama transmigrasi😩 atau apalah itu yang perpindahan jiwa itu, di setiap genre yang kita pilih selalu nyempil mana pencarian teratas terus. Cerita yang bagus"" Malah Tertimbun. Sama iklannya bikin frustasi. Minimal 3 atau 4 hal gitu baru iklan, ini argghhh masa setiap gulir hal selalu iklan",3,10.87.0,2025-10-01 03:03:19,,,"bisa gak buat fitur eliminasi? ya gak sih namanya. ya pokoknya fitur yang bisa buat kita milih gak mau genre ini gitu untuk genre yang kita gak mau. muak banget sama transmigrasi😩 atau apalah itu yang perpindahan jiwa itu, di setiap genre yang kita pilih selalu nyempil mana pencarian teratas terus. cerita yang bagus"" malah tertimbun. sama iklannya bikin frustasi. minimal 3 atau 4 hal gitu baru iklan, ini argghhh masa setiap gulir hal selalu iklan","['bisa', 'tidak', 'buat', 'fitur', 'eliminasi', 'iya', 'tidak', 'sih', 'namanya', 'iya', 'pokoknya', 'fitur', 'yang', 'bisa', 'buat', 'kita', 'milih', 'tidak', 'mau', 'genre', 'ini', 'gitu', 'untuk', 'genre', 'yang', 'kita', 'tidak', 'mau', 'muak', 'banget', 'sama', 'trans', 'migra', 'si', 'atau', 'apalah', 'itu', 'yang', 'per', 'pin', 'dahan', 'jiwa', 'itu', 'di', 'setiap', 'genre', 'yang', 'kita', 'pilih', 'selalu', 'nyempil', 'mana', 'pencarian', 'teratas', 'terus', 'cerita', 'yang', 'bagus', 'malah', 'tertimbun', 'sama', 'iklannya', 'bikin', 'frustasi', 'minimal', 'atau', 'hal', 'gitu', 'baru', 'iklan', 'ini', 'arggh', 'masa', 'setiap', 'gulir', 'hal', 'selalu', 'iklan']","['bisa', 'tidak', 'buat', 'fitur', 'eliminasi', 'iya', 'tidak', 'sih', 'nama', 'iya', 'pokok', 'fitur', 'yang', 'bisa', 'buat', 'kita', 'milih', 'tidak', 'mau', 'genre', 'ini', 'gitu', 'untuk', 'genre', 'yang', 'kita', 'tidak', 'mau', 'muak', 'banget', 'sama', 'trans', 'migra', 'si', 'atau', 'apa', 'itu', 'yang', 'per', 'pin', 'dahan', 'jiwa', 'itu', 'di', 'tiap', 'genre', 'yang', 'kita', 'pilih', 'selalu', 'nyempil', 'mana', 'cari', 'atas', 'terus', 'cerita', 'yang', 'bagus', 'malah', 'timbun', 'sama', 'iklan', 'bikin', 'frustasi', 'minimal', 'atau', 'hal', 'gitu', 'baru', 'iklan', 'ini', 'arggh', 'masa', 'tiap', 'gulir', 'hal', 'selalu', 'iklan']","['fitur', 'eliminasi', 'nama', 'pokok', 'fitur', 'milih', 'genre', 'genre', 'muak', 'trans', 'migra', 'pin', 'dahan', 'jiwa', 'genre', 'nyempil', 'cari', 'atas', 'cerita', 'timbun', 'iklan', 'frustasi', 'minimal', 'iklan', 'arggh', 'gulir', 'iklan']",neutral
Gaisuke Alvaza,seruuuu pokonyaaa,5,11.15.1,2025-10-01 02:17:35,,,seruuuu pokonyaaa,"['seru', 'pokonya']","['seru', 'poko']","['seru', 'poko']",positive
Edy Gordoo,"aplikasi nya tolong di perbaiki lagi, masih ada beberapa bug yg bikin aku rada sebel, yaitu kadang klo buka suka bgt di suruh login trus padahal udh login . dan kadang ga bisa beri komentar apapun, kadang jg bagian notif suka ngilang sendiri . 🙏 ku harap admin bisa memperbaiki apk ini, sekian terimakasih ..",4,11.15.1,2025-09-30 21:01:21,,,"aplikasi nya tolong di perbaiki lagi, masih ada beberapa bug yg bikin aku rada sebel, yaitu kadang klo buka suka bgt di suruh login trus padahal udh login . dan kadang ga bisa beri komentar apapun, kadang jg bagian notif suka ngilang sendiri . 🙏 ku harap admin bisa memperbaiki apk ini, sekian terimakasih ..","['aplikasi', 'nya', 'tolong', 'di', 'perbaiki', 'lagi', 'masih', 'ada', 'beberapa', 'bug', 'yang', 'bikin', 'aku', 'rada', 'sebel', 'yaitu', 'kadang', 'kalau', 'buka', 'suka', 'banget', 'di', 'suruh', 'login', 'terus', 'padahal', 'sudah', 'login', 'dan', 'kadang', 'tidak', 'bisa', 'beri', 'komentar', 'apapun', 'kadang', 'juga', 'bagian', 'notif', 'suka', 'ngilang', 'sendiri', 'ku', 'harap', 'admin', 'bisa', 'mem', 'per', 'baik', 'aplikasi', 'ini', 'sekian', 'terima', 'kasih']","['aplikasi', 'nya', 'tolong', 'di', 'baik', 'lagi', 'masih', 'ada', 'beberapa', 'bug', 'yang', 'bikin', 'aku', 'rada', 'sebel', 'yaitu', 'kadang', 'kalau', 'buka', 'suka', 'banget', 'di', 'suruh', 'login', 'terus', 'padahal', 'sudah', 'login', 'dan', 'kadang', 'tidak', 'bisa', 'beri', 'komentar', 'apa', 'kadang', 'juga', 'bagi', 'notif', 'suka', 'ngilang', 'sendiri', 'ku', 'harap', 'admin', 'bisa', 'mem', 'per', 'baik', 'aplikasi', 'ini', 'sekian', 'terima', 'kasih']","['baik', 'bug', 'rada', 'sebel', 'yaitu', 'suka', 'login', 'login', 'komentar', 'notif', 'suka', 'ngilang', 'admin', 'baik']",positive
Haruitsuki,"tiba-tiba banyak buku yg ilang, ngeselin bgt",1,,2025-09-30 20:11:07,,,"tiba-tiba banyak buku yg ilang, ngeselin bgt","['tiba', 'tiba', 'banyak', 'buku', 'yang', 'hilang', 'ngeselin', 'banget']","['tiba', 'tiba', 'banyak', 'buku', 'yang', 'hilang', 'ngeselin', 'banget']","['buku', 'hilang', 'ngeselin']",negative
Lastri Hutabarat,Bintang 1 karena sudah seminggu setiap mau login selalu eror dan ga bisa masuk,1,10.34.1,2025-09-30 16:18:26,,,bintang 1 karena sudah seminggu setiap mau login selalu eror dan ga bisa masuk,"['bintang', 'karena', 'sudah', 'seminggu', 'setiap', 'mau', 'login', 'selalu', 'error', 'dan', 'tidak', 'bisa', 'masuk']","['bintang', 'karena', 'sudah', 'minggu', 'tiap', 'mau', 'login', 'selalu', 'error', 'dan', 'tidak', 'bisa', 'masuk']","['bintang', 'login', 'error', 'masuk']",negative
Panges Tika,seringg error ah ngeselinnn,1,11.15.1,2025-09-30 16:17:57,,,seringg error ah ngeselinnn,"['seringg', 'error', 'ah', 'ngeselin']","['seringg', 'error', 'ah', 'ngeselin']","['seringg', 'error', 'ah', 'ngeselin']",negative
Holipah Bwi,"kok ga bisa daftar sih sih, padahal udah berkali-kali nyoba tetap ngga bisa",1,,2025-09-30 16:14:01,,,"kok ga bisa daftar sih sih, padahal udah berkali-kali nyoba tetap ngga bisa","['kok', 'tidak', 'bisa', 'daftar', 'sih', 'sih', 'padahal', 'sudah', 'berkali', 'kali', 'nyoba', 'tetap', 'tidak', 'bisa']","['kok', 'tidak', 'bisa', 'daftar', 'sih', 'sih', 'padahal', 'sudah', 'kali', 'kali', 'nyoba', 'tetap', 'tidak', 'bisa']","['daftar', 'nyoba']",negative
Given Yesaya,"makin ke sini makin gmna gitu, sinyal oke wifi oke data ok cache jg oke tapi pas mau di baca GK bisa disuruh periksa jaringan/jaringan bermasalah, ini yg bermasalah server Wattpad atau gmna dah!????",3,,2025-09-30 15:31:53,,,"makin ke sini makin gmna gitu, sinyal oke wifi oke data ok cache jg oke tapi pas mau di baca gk bisa disuruh periksa jaringan/jaringan bermasalah, ini yg bermasalah server wattpad atau gmna dah!????","['makin', 'ke', 'sini', 'makin', 'gmna', 'gitu', 'sinyal', 'oke', 'wifi', 'oke', 'data', 'ok', 'cache', 'juga', 'oke', 'tapi', 'pas', 'mau', 'di', 'baca', 'tidak', 'bisa', 'disuruh', 'periksa', 'jaringan', 'jaringan', 'bermasalah', 'ini', 'yang', 'bermasalah', 'server', 'wattpad', 'atau', 'gmna', 'dah']","['makin', 'ke', 'sini', 'makin', 'gmna', 'gitu', 'sinyal', 'oke', 'wifi', 'oke', 'data', 'ok', 'cache', 'juga', 'oke', 'tapi', 'pas', 'mau', 'di', 'baca', 'tidak', 'bisa', 'suruh', 'periksa', 'jaring', 'jaring', 'masalah', 'ini', 'yang', 'masalah', 'server', 'wattpad', 'atau', 'gmna', 'dah']","['gmna', 'sinyal', 'wifi', 'data', 'cache', 'baca', 'periksa', 'jaring', 'jaring', 'masalah', 'masalah', 'server', 'gmna']",neutral
Jiyan Jayanti,"kenapa yang offline kok cuma bisa dua aja, balikin lagi ke 25 seperti sebelumnya!",1,11.15.1,2025-09-30 14:41:01,,,"kenapa yang offline kok cuma bisa dua aja, balikin lagi ke 25 seperti sebelumnya!","['kenapa', 'yang', 'offline', 'kok', 'cuma', 'bisa', 'dua', 'aja', 'kembalikan', 'lagi', 'ke', 'seperti', 'sebelumnya']","['kenapa', 'yang', 'offline', 'kok', 'cuma', 'bisa', 'dua', 'aja', 'kembali', 'lagi', 'ke', 'seperti', 'belum']",['offline'],negative
Kun_ _My,kenapa batas offline ya cuman 2 biasanya kan 25 kok kurang banyak nya?,4,,2025-09-30 12:34:45,,,kenapa batas offline ya cuman 2 biasanya kan 25 kok kurang banyak nya?,"['kenapa', 'batas', 'offline', 'iya', 'cuma', 'biasanya', 'kan', 'kok', 'kurang', 'banyak', 'nya']","['kenapa', 'batas', 'offline', 'iya', 'cuma', 'biasa', 'kan', 'kok', 'kurang', 'banyak', 'nya']","['batas', 'offline']",positive
Ukiii Ya,seru banget saya suka banget sama aplikasi ini,5,,2025-09-30 12:30:49,,,seru banget saya suka banget sama aplikasi ini,"['seru', 'banget', 'saya', 'suka', 'banget', 'sama', 'aplikasi', 'ini']","['seru', 'banget', 'saya', 'suka', 'banget', 'sama', 'aplikasi', 'ini']","['seru', 'suka']",positive
Alda Maura frisya,"kenapa sih aku nulis pas mau di publis gk bisa? udah ganti emailnya beberapa kali tetap gk bisa, mau bikin akun ulang malah gk bisa juga karena kata sandi nya banyak syaratnya dll ngeselin banget udah lah pakai nomor gk bisa, pakai teks juga gk bisa hadeehh...",1,,2025-09-30 11:42:43,,,"kenapa sih aku nulis pas mau di publis gk bisa? udah ganti emailnya beberapa kali tetap gk bisa, mau bikin akun ulang malah gk bisa juga karena kata sandi nya banyak syaratnya dll ngeselin banget udah lah pakai nomor gk bisa, pakai teks juga gk bisa hadeehh...","['kenapa', 'sih', 'aku', 'nulis', 'pas', 'mau', 'di', 'publis', 'tidak', 'bisa', 'sudah', 'ganti', 'emailnya', 'beberapa', 'kali', 'tetap', 'tidak', 'bisa', 'mau', 'bikin', 'akun', 'ulang', 'malah', 'tidak', 'bisa', 'juga', 'karena', 'kata', 'sandi', 'nya', 'banyak', 'syaratnya', 'dll', 'ngeselin', 'banget', 'sudah', 'lah', 'pakai', 'nomor', 'tidak', 'bisa', 'pakai', 'teks', 'juga', 'tidak', 'bisa', 'hadeehh']","['kenapa', 'sih', 'aku', 'nulis', 'pas', 'mau', 'di', 'publis', 'tidak', 'bisa', 'sudah', 'ganti', 'email', 'beberapa', 'kali', 'tetap', 'tidak', 'bisa', 'mau', 'bikin', 'akun', 'ulang', 'malah', 'tidak', 'bisa', 'juga', 'karena', 'kata', 'sandi', 'nya', 'banyak', 'syarat', 'dll', 'ngeselin', 'banget', 'sudah', 'lah', 'pakai', 'nomor', 'tidak', 'bisa', 'pakai', 'teks', 'juga', 'tidak', 'bisa', 'hadeehh']","['nulis', 'publis', 'email', 'akun', 'kata', 'sandi', 'syarat', 'ngeselin', 'nomor', 'teks', 'hadeehh']",negative
Efiq Elvira Rismasita,"kecewa, draft cerita saya hilang semua entah kemana",2,,2025-09-30 11:06:26,,,"kecewa, draft cerita saya hilang semua entah kemana","['kecewa', 'draft', 'cerita', 'saya', 'hilang', 'semua', 'gabisa', 'kemana']","['kecewa', 'draft', 'cerita', 'saya', 'hilang', 'semua', 'gabisa', 'mana']","['kecewa', 'draft', 'cerita', 'hilang', 'gabisa']",negative
Erna Wati,"bagus bgt sih, walau kadang ngelag juga",5,,2025-09-30 08:22:02,,,"bagus bgt sih, walau kadang ngelag juga","['bagus', 'banget', 'sih', 'walau', 'kadang', 'lag', 'juga']","['bagus', 'banget', 'sih', 'walau', 'kadang', 'lag', 'juga']",['lag'],positive
Risma Dwi lestari,"makin kesini kok makin bug sih, update ga diupdate sama aja.",1,11.15.1,2025-09-30 06:25:36,,,"makin kesini kok makin bug sih, update ga diupdate sama aja.","['makin', 'kesini', 'kok', 'makin', 'bug', 'sih', 'update', 'tidak', 'diupdate', 'sama', 'aja']","['makin', 'kesini', 'kok', 'makin', 'bug', 'sih', 'update', 'tidak', 'diupdate', 'sama', 'aja']","['bug', 'update', 'diupdate']",negative
siska fitria21,"apk ga bisa dibuka, tolong segera kasih solusinya",1,11.15.1,2025-09-30 03:32:58,,,"apk ga bisa dibuka, tolong segera kasih solusinya","['aplikasi', 'tidak', 'bisa', 'dibuka', 'tolong', 'segera', 'kasih', 'solusinya']","['aplikasi', 'tidak', 'bisa', 'buka', 'tolong', 'segera', 'kasih', 'solusi']",['solusi'],negative
Lantana,lumayan,4,11.15.1,2025-09-30 03:05:18,,,lumayan,['lumayan'],['lumayan'],[],positive
Suci Anggreini,"dulu wp kekny gak se ngebug ini ya? masa mau buka ceeita malah ada tulisan ""cerita ini tidak tersedia"" padahal blm selesai di baca, udh ilang aja, kacau kacau",2,11.11.1,2025-09-29 23:09:01,,,"dulu wp kekny gak se ngebug ini ya? masa mau buka ceeita malah ada tulisan ""cerita ini tidak tersedia"" padahal blm selesai di baca, udh ilang aja, kacau kacau","['dulu', 'wattpad', 'kekny', 'tidak', 'se', 'bug', 'ini', 'iya', 'masa', 'mau', 'buka', 'ceeita', 'malah', 'ada', 'tulisan', 'cerita', 'ini', 'tidak', 'tersedia', 'padahal', 'blm', 'selesai', 'di', 'baca', 'sudah', 'hilang', 'aja', 'kacau', 'kacau']","['dulu', 'wattpad', 'kekny', 'tidak', 'se', 'bug', 'ini', 'iya', 'masa', 'mau', 'buka', 'ceeita', 'malah', 'ada', 'tulis', 'cerita', 'ini', 'tidak', 'sedia', 'padahal', 'blm', 'selesai', 'di', 'baca', 'sudah', 'hilang', 'aja', 'kacau', 'kacau']","['kekny', 'bug', 'ceeita', 'tulis', 'cerita', 'blm', 'baca', 'hilang', 'kacau', 'kacau']",negative
Viola Aghniya,"gagal bkin akun mlu, pdhl udh bnr",1,,2025-09-29 18:14:08,,,"gagal bkin akun mlu, pdhl udh bnr","['gagal', 'bkin', 'akun', 'mlu', 'padahal', 'sudah', 'benar']","['gagal', 'bkin', 'akun', 'mlu', 'padahal', 'sudah', 'benar']","['gagal', 'bkin', 'akun', 'mlu']",negative
Fenny Yulianti,"Honestly, I don't care about iklan, bug, dan segala macam. Cuma satu yg saya permasalahkan, apa fungsinya Wattpad skrg? Ngemis vote kh? Habis ngemis vote sama komen, ceritanya di pdf kn supaya mereka dpt duit dri pembacanya. Mereka emang gk maksa, tapi mereka memperlakukan pembacanya seperti sampah. Salah satunya author yg membuat fanfiction naruhina bergenre hurt-romance. Harapan gua skrg, wattpad membuat aturan baru, di larang menulis fanfiction. Hrs menulis karakter original mereka sendiri.",1,11.14.1,2025-09-29 17:42:50,,,"honestly, i don't care about iklan, bug, dan segala macam. cuma satu yg saya permasalahkan, apa fungsinya wattpad skrg? ngemis vote kh? habis ngemis vote sama komen, ceritanya di pdf kn supaya mereka dpt duit dri pembacanya. mereka emang gk maksa, tapi mereka memperlakukan pembacanya seperti sampah. salah satunya author yg membuat fanfiction naruhina bergenre hurt-romance. harapan gua skrg, wattpad membuat aturan baru, di larang menulis fanfiction. hrs menulis karakter original mereka sendiri.","['honestly', 'don', 'care', 'about', 'iklan', 'bug', 'dan', 'segala', 'macam', 'cuma', 'satu', 'yang', 'saya', 'per', 'masalah', 'kan', 'apa', 'fungsinya', 'wattpad', 'sekarang', 'ngemis', 'vote', 'kh', 'habis', 'ngemis', 'vote', 'sama', 'komen', 'ceritanya', 'di', 'pdf', 'kn', 'supaya', 'mereka', 'dpt', 'uang', 'dari', 'pembacanya', 'mereka', 'emang', 'tidak', 'maksa', 'tapi', 'mereka', 'mem', 'perla', 'kukan', 'pembacanya', 'seperti', 'sampah', 'salah', 'satunya', 'author', 'yang', 'membuat', 'fanfiction', 'naruhina', 'bergenre', 'hurt', 'romance', 'harapan', 'aku', 'sekarang', 'wattpad', 'membuat', 'aturan', 'baru', 'di', 'larang', 'menulis', 'fanfiction', 'harus', 'menulis', 'karakter', 'original', 'mereka', 'sendiri']","['honestly', 'don', 'care', 'about', 'iklan', 'bug', 'dan', 'segala', 'macam', 'cuma', 'satu', 'yang', 'saya', 'per', 'masalah', 'kan', 'apa', 'fungsi', 'wattpad', 'sekarang', 'ngemis', 'vote', 'kh', 'habis', 'ngemis', 'vote', 'sama', 'komen', 'cerita', 'di', 'pdf', 'kn', 'supaya', 'mereka', 'dpt', 'uang', 'dari', 'baca', 'mereka', 'emang', 'tidak', 'maksa', 'tapi', 'mereka', 'mem', 'perla', 'kuk', 'baca', 'seperti', 'sampah', 'salah', 'satu', 'author', 'yang', 'buat', 'fanfiction', 'naruhina', 'genre', 'hurt', 'romance', 'harap', 'aku', 'sekarang', 'wattpad', 'buat', 'atur', 'baru', 'di', 'larang', 'tulis', 'fanfiction', 'harus', 'tulis', 'karakter', 'original', 'mereka', 'sendiri']","['honestly', 'don', 'care', 'about', 'iklan', 'bug', 'segala', 'macam', 'masalah', 'fungsi', 'ngemis', 'vote', 'kh', 'ngemis', 'vote', 'komen', 'cerita', 'pdf', 'kn', 'dpt', 'uang', 'baca', 'maksa', 'perla', 'kuk', 'baca', 'sampah', 'author', 'fanfiction', 'naruhina', 'genre', 'hurt', 'romance', 'atur', 'larang', 'tulis', 'fanfiction', 'tulis', 'karakter', 'original']",negative
Marini Astuti,"aplikasi ngaco, ga bisa log in, sukanya ngebug mulu. kalo gini mulu banyak yang ga akan pakai wattpad nantinya",1,11.15.1,2025-09-29 15:04:33,,,"aplikasi ngaco, ga bisa log in, sukanya ngebug mulu. kalo gini mulu banyak yang ga akan pakai wattpad nantinya","['aplikasi', 'ngaco', 'tidak', 'bisa', 'login', 'in', 'sukanya', 'bug', 'mulu', 'kalau', 'gini', 'mulu', 'banyak', 'yang', 'tidak', 'akan', 'pakai', 'wattpad', 'nantinya']","['aplikasi', 'ngaco', 'tidak', 'bisa', 'login', 'in', 'suka', 'bug', 'mulu', 'kalau', 'gin', 'mulu', 'banyak', 'yang', 'tidak', 'akan', 'pakai', 'wattpad', 'nanti']","['ngaco', 'login', 'in', 'suka', 'bug']",negative
Wachyu Putri,"tolong tinjau ulang dong apknya. tiap mau baca cerita lemot banget giliran dah mulai baca banyak banget iklannya, kurang²in lah iklan itu",2,11.15.1,2025-09-29 14:34:21,,,"tolong tinjau ulang dong apknya. tiap mau baca cerita lemot banget giliran dah mulai baca banyak banget iklannya, kurang²in lah iklan itu","['tolong', 'tinjau', 'ulang', 'dong', 'aplikasi', 'tiap', 'mau', 'baca', 'cerita', 'lag', 'banget', 'giliran', 'dah', 'mulai', 'baca', 'banyak', 'banget', 'iklannya', 'kurang', 'in', 'lah', 'iklan', 'itu']","['tolong', 'tinjau', 'ulang', 'dong', 'aplikasi', 'tiap', 'mau', 'baca', 'cerita', 'lag', 'banget', 'gilir', 'dah', 'mulai', 'baca', 'banyak', 'banget', 'iklan', 'kurang', 'in', 'lah', 'iklan', 'itu']","['tinjau', 'baca', 'cerita', 'lag', 'baca', 'iklan', 'in', 'iklan']",negative
li,bug di mana-mana,1,,2025-09-29 13:58:07,,,bug di mana-mana,"['bug', 'di', 'mana', 'mana']","['bug', 'di', 'mana', 'mana']",['bug'],negative
Indah Sofianaa,tidak bisa login lagi setelah di hapus uninstal,1,,2025-09-29 13:14:51,,,tidak bisa login lagi setelah di hapus uninstal,"['tidak', 'bisa', 'login', 'lagi', 'setelah', 'di', 'hapus', 'uninstal']","['tidak', 'bisa', 'login', 'lagi', 'telah', 'di', 'hapus', 'uninstal']","['login', 'hapus', 'uninstal']",negative
rizka amanda,apk nya bagus cuma kok sekarang cerita offline di WP ku kok cuma bisa memuat 1 cerita doang yaa????,5,11.14.1,2025-09-29 13:03:32,,,apk nya bagus cuma kok sekarang cerita offline di wp ku kok cuma bisa memuat 1 cerita doang yaa????,"['aplikasi', 'nya', 'bagus', 'cuma', 'kok', 'sekarang', 'cerita', 'offline', 'di', 'wattpad', 'ku', 'kok', 'cuma', 'bisa', 'memuat', 'cerita', 'doang', 'iya']","['aplikasi', 'nya', 'bagus', 'cuma', 'kok', 'sekarang', 'cerita', 'offline', 'di', 'wattpad', 'ku', 'kok', 'cuma', 'bisa', 'muat', 'cerita', 'doang', 'iya']","['cerita', 'offline', 'cerita']",positive
adam bagus,Ondah Family JKT48,5,11.14.1,2025-09-29 12:32:02,,,ondah family jkt48,"['ondah', 'family', 'jkt']","['ondah', 'family', 'jkt']","['ondah', 'family', 'jkt']",positive
