userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
talitha salwa,"ini kenapa setiap saya masuk pake wifi sering error ya?, sering saya pakai paket data untuk online di wattpad. Tolong solusinya!",1,11.13.0,2025-09-07 15:30:48,,,"ini kenapa setiap saya masuk pake wifi sering error ya?, sering saya pakai paket data untuk online di wattpad. tolong solusinya!","['ini', 'kenapa', 'setiap', 'saya', 'masuk', 'pakai', 'wifi', 'sering', 'error', 'iya', 'sering', 'saya', 'pakai', 'paket', 'data', 'untuk', 'online', 'di', 'wattpad', 'tolong', 'solusinya']","['ini', 'kenapa', 'tiap', 'saya', 'masuk', 'pakai', 'wifi', 'sering', 'error', 'iya', 'sering', 'saya', 'pakai', 'paket', 'data', 'untuk', 'online', 'di', 'wattpad', 'tolong', 'solusi']","['masuk', 'wifi', 'error', 'paket', 'data', 'online', 'solusi']",negative
Ninik Mulyani,"sekarang menyebalkan ini apk,terlalu banyak iklan,iklan bisa sampai 3 atau 4x yg biasanya cm 1x,tolong perbaiki",3,11.13.0,2025-09-07 15:28:25,,,"sekarang menyebalkan ini apk,terlalu banyak iklan,iklan bisa sampai 3 atau 4x yg biasanya cm 1x,tolong perbaiki","['sekarang', 'men', 'ye', 'balkan', 'ini', 'aplikasi', 'terlalu', 'banyak', 'iklan', 'iklan', 'bisa', 'sampai', 'atau', 'kali', 'yang', 'biasanya', 'cuma', 'kali', 'tolong', 'perbaiki']","['sekarang', 'men', 'ye', 'bal', 'ini', 'aplikasi', 'terlalu', 'banyak', 'iklan', 'iklan', 'bisa', 'sampai', 'atau', 'kali', 'yang', 'biasa', 'cuma', 'kali', 'tolong', 'baik']","['ye', 'bal', 'iklan', 'iklan', 'baik']",negative
Ainul Yakin,aplikasinya keren dan sudah banyk di sukai oleh orang orang tapi sayangnya masih ada iklan nya,4,11.13.0,2025-09-07 15:02:49,,,aplikasinya keren dan sudah banyk di sukai oleh orang orang tapi sayangnya masih ada iklan nya,"['tolong', 'as', 'in', 'iya', 'keren', 'dan', 'sudah', 'banyk', 'di', 'sukai', 'oleh', 'orang', 'orang', 'tapi', 'sayangnya', 'masih', 'ada', 'iklan', 'nya']","['tolong', 'as', 'in', 'iya', 'keren', 'dan', 'sudah', 'banyk', 'di', 'suka', 'oleh', 'orang', 'orang', 'tapi', 'sayang', 'masih', 'ada', 'iklan', 'nya']","['as', 'in', 'keren', 'banyk', 'suka', 'iklan']",positive
Restianah Resti,ko punya saya gak bisa login sih ke akun nya,4,11.13.0,2025-09-07 14:58:04,,,ko punya saya gak bisa login sih ke akun nya,"['ko', 'punya', 'saya', 'tidak', 'bisa', 'login', 'sih', 'ke', 'akun', 'nya']","['ko', 'punya', 'saya', 'tidak', 'bisa', 'login', 'sih', 'ke', 'akun', 'nya']","['login', 'akun']",negative
viena putri salsabila,"aplikasi jelek, iklan nya langsung masuk ke apk lain jadi bikin ga nyaman buat baca",1,,2025-09-07 14:52:05,,,"aplikasi jelek, iklan nya langsung masuk ke apk lain jadi bikin ga nyaman buat baca","['aplikasi', 'jelek', 'iklan', 'nya', 'langsung', 'masuk', 'ke', 'aplikasi', 'lain', 'jadi', 'bikin', 'tidak', 'nyaman', 'buat', 'baca']","['aplikasi', 'jelek', 'iklan', 'nya', 'langsung', 'masuk', 'ke', 'aplikasi', 'lain', 'jadi', 'bikin', 'tidak', 'nyaman', 'buat', 'baca']","['jelek', 'iklan', 'masuk', 'nyaman', 'baca']",negative
Rahel Amanda,"selalu ""mohon periksa internet anda"" padahal internet saya lancar.",2,11.14.0,2025-09-07 13:06:36,,,"selalu ""mohon periksa internet anda"" padahal internet saya lancar.","['selalu', 'mohon', 'periksa', 'internet', 'anda', 'padahal', 'internet', 'saya', 'lancar']","['selalu', 'mohon', 'periksa', 'internet', 'anda', 'padahal', 'internet', 'saya', 'lancar']","['periksa', 'internet', 'internet']",negative
Astadewi Salma Elysia,"baguss bngtt, tpi suka tiba' keluar sendiri, trs ngga bisa dibuka",5,11.13.0,2025-09-07 12:26:58,,,"baguss bngtt, tpi suka tiba' keluar sendiri, trs ngga bisa dibuka","['bagus', 'bngtt', 'tapi', 'suka', 'tiba', 'keluar', 'sendiri', 'terus', 'tidak', 'bisa', 'dibuka']","['bagus', 'bngtt', 'tapi', 'suka', 'tiba', 'keluar', 'sendiri', 'terus', 'tidak', 'bisa', 'buka']","['bngtt', 'suka', 'keluar']",negative
Miftahul,"kok makin lama makin gak jelas aja ni apk, banyak cerita yang bagus bagus hilang semua. tinggal yang jelek jelek aja udah males pakek apk ini lagi",1,,2025-09-07 11:54:03,,,"kok makin lama makin gak jelas aja ni apk, banyak cerita yang bagus bagus hilang semua. tinggal yang jelek jelek aja udah males pakek apk ini lagi","['kok', 'makin', 'lama', 'makin', 'tidak', 'jelas', 'aja', 'ini', 'aplikasi', 'banyak', 'cerita', 'yang', 'bagus', 'bagus', 'hilang', 'semua', 'tinggal', 'yang', 'jelek', 'jelek', 'aja', 'sudah', 'males', 'pakek', 'aplikasi', 'ini', 'lagi']","['kok', 'makin', 'lama', 'makin', 'tidak', 'jelas', 'aja', 'ini', 'aplikasi', 'banyak', 'cerita', 'yang', 'bagus', 'bagus', 'hilang', 'semua', 'tinggal', 'yang', 'jelek', 'jelek', 'aja', 'sudah', 'males', 'pakek', 'aplikasi', 'ini', 'lagi']","['lama', 'cerita', 'hilang', 'tinggal', 'jelek', 'jelek', 'males', 'pakek']",negative
Rain,"tolong dong, benerin sistem nya. kenapa harus only pake Kuota internet? kenapa pas pake Wifi gak bisa? terus juga ya, tolong jangan dibanyakin iklannya.",1,11.13.0,2025-09-07 11:42:01,,,"tolong dong, benerin sistem nya. kenapa harus only pake kuota internet? kenapa pas pake wifi gak bisa? terus juga ya, tolong jangan dibanyakin iklannya.","['tolong', 'dong', 'benerin', 'sistem', 'nya', 'kenapa', 'harus', 'only', 'pakai', 'kuota', 'internet', 'kenapa', 'pas', 'pakai', 'wifi', 'tidak', 'bisa', 'terus', 'juga', 'iya', 'tolong', 'jangan', 'dibanyakin', 'iklannya']","['tolong', 'dong', 'benerin', 'sistem', 'nya', 'kenapa', 'harus', 'only', 'pakai', 'kuota', 'internet', 'kenapa', 'pas', 'pakai', 'wifi', 'tidak', 'bisa', 'terus', 'juga', 'iya', 'tolong', 'jangan', 'dibanyakin', 'iklan']","['sistem', 'only', 'kuota', 'internet', 'wifi', 'dibanyakin', 'iklan']",negative
Nurul ilmi,"ko sekarang bacaan offline cuman bisa dua cerita ya kak, mohon di perbaiki yaa",3,11.13.0,2025-09-07 11:22:17,,,"ko sekarang bacaan offline cuman bisa dua cerita ya kak, mohon di perbaiki yaa","['ko', 'sekarang', 'bacaan', 'offline', 'cuma', 'bisa', 'dua', 'cerita', 'iya', 'kak', 'mohon', 'di', 'perbaiki', 'iya']","['ko', 'sekarang', 'baca', 'offline', 'cuma', 'bisa', 'dua', 'cerita', 'iya', 'kak', 'mohon', 'di', 'baik', 'iya']","['baca', 'offline', 'cerita', 'baik']",negative
Zuiyinalinnasi Agustin,"Sekarang untuk login selalu terkendala banyak hal, tidak seperti dulu.",1,10.7.1,2025-09-07 11:06:37,,,"sekarang untuk login selalu terkendala banyak hal, tidak seperti dulu.","['sekarang', 'untuk', 'login', 'selalu', 'terkendala', 'banyak', 'hal', 'tidak', 'seperti', 'dulu']","['sekarang', 'untuk', 'login', 'selalu', 'kendala', 'banyak', 'hal', 'tidak', 'seperti', 'dulu']","['login', 'kendala']",negative
Muhammad Fahmi,sering error sumpah 🤦,3,,2025-09-07 11:02:38,,,sering error sumpah 🤦,"['sering', 'error', 'sumpah']","['sering', 'error', 'sumpah']",['error'],negative
Uchi Ceah,"demi apapun balikin wattpad versi sebelum yang ini, kecewa berat sama update wattpad yang sekarang, cerita di perpustakaan yang udah saya stok malah hilang, udah susah susah dicari, bikin kesel tau gak, sekarang mau masuk ke wattpad makin lama, ngebugnya kebangetan, dri jaman covid sata udah pake wattpad aman aman aja, kenapa makin kesini makin jelek update nya, padahal udah bagus bagus versi kemarin kemarin sebelum update versi baru, jelek banget, mohon direspon untuk pihak developer nya.",3,11.13.0,2025-09-07 10:58:55,,,"demi apapun balikin wattpad versi sebelum yang ini, kecewa berat sama update wattpad yang sekarang, cerita di perpustakaan yang udah saya stok malah hilang, udah susah susah dicari, bikin kesel tau gak, sekarang mau masuk ke wattpad makin lama, ngebugnya kebangetan, dri jaman covid sata udah pake wattpad aman aman aja, kenapa makin kesini makin jelek update nya, padahal udah bagus bagus versi kemarin kemarin sebelum update versi baru, jelek banget, mohon direspon untuk pihak developer nya.","['demi', 'apapun', 'kembalikan', 'wattpad', 'versi', 'sebelum', 'yang', 'ini', 'kecewa', 'berat', 'sama', 'update', 'wattpad', 'yang', 'sekarang', 'cerita', 'di', 'perpustakaan', 'yang', 'sudah', 'saya', 'stok', 'malah', 'hilang', 'sudah', 'susah', 'susah', 'dicari', 'bikin', 'kesel', 'tau', 'tidak', 'sekarang', 'mau', 'masuk', 'ke', 'wattpad', 'makin', 'lama', 'ngebugnya', 'kebangetan', 'dari', 'jaman', 'covid', 'sata', 'sudah', 'pakai', 'wattpad', 'aman', 'aman', 'aja', 'kenapa', 'makin', 'kesini', 'makin', 'jelek', 'update', 'nya', 'padahal', 'sudah', 'bagus', 'bagus', 'versi', 'kemarin', 'kemarin', 'sebelum', 'update', 'versi', 'baru', 'jelek', 'banget', 'mohon', 'direspon', 'untuk', 'pihak', 'developer', 'nya']","['demi', 'apa', 'kembali', 'wattpad', 'versi', 'belum', 'yang', 'ini', 'kecewa', 'berat', 'sama', 'update', 'wattpad', 'yang', 'sekarang', 'cerita', 'di', 'pustaka', 'yang', 'sudah', 'saya', 'stok', 'malah', 'hilang', 'sudah', 'susah', 'susah', 'cari', 'bikin', 'kesel', 'tau', 'tidak', 'sekarang', 'mau', 'masuk', 'ke', 'wattpad', 'makin', 'lama', 'ngebugnya', 'banget', 'dari', 'jaman', 'covid', 'sata', 'sudah', 'pakai', 'wattpad', 'aman', 'aman', 'aja', 'kenapa', 'makin', 'kesini', 'makin', 'jelek', 'update', 'nya', 'padahal', 'sudah', 'bagus', 'bagus', 'versi', 'kemarin', 'kemarin', 'belum', 'update', 'versi', 'baru', 'jelek', 'banget', 'mohon', 'direspon', 'untuk', 'pihak', 'developer', 'nya']","['demi', 'versi', 'kecewa', 'berat', 'update', 'cerita', 'pustaka', 'stok', 'hilang', 'susah', 'susah', 'cari', 'kesel', 'masuk', 'lama', 'ngebugnya', 'sata', 'jelek', 'update', 'versi', 'update', 'versi', 'jelek', 'direspon', 'developer']",negative
Yourian Your,"Bagus, tapi ada kekurangan, terlalu banyak iklan, yang awalnya cuma stu jadi 3,trus kalau mau ganti nama error, kadang udah nulis banyak tiba tiba hilang, masih ada beberapa bug, tapi semoga di perbaiki",4,,2025-09-07 10:51:25,,,"bagus, tapi ada kekurangan, terlalu banyak iklan, yang awalnya cuma stu jadi 3,trus kalau mau ganti nama error, kadang udah nulis banyak tiba tiba hilang, masih ada beberapa bug, tapi semoga di perbaiki","['bagus', 'tapi', 'ada', 'kekurangan', 'terlalu', 'banyak', 'iklan', 'yang', 'awalnya', 'cuma', 'stu', 'jadi', 'terus', 'kalau', 'mau', 'ganti', 'nama', 'error', 'kadang', 'sudah', 'nulis', 'banyak', 'tiba', 'tiba', 'hilang', 'masih', 'ada', 'beberapa', 'bug', 'tapi', 'semoga', 'di', 'perbaiki']","['bagus', 'tapi', 'ada', 'kurang', 'terlalu', 'banyak', 'iklan', 'yang', 'awal', 'cuma', 'stu', 'jadi', 'terus', 'kalau', 'mau', 'ganti', 'nama', 'error', 'kadang', 'sudah', 'nulis', 'banyak', 'tiba', 'tiba', 'hilang', 'masih', 'ada', 'beberapa', 'bug', 'tapi', 'moga', 'di', 'baik']","['iklan', 'awal', 'stu', 'nama', 'error', 'nulis', 'hilang', 'bug', 'baik']",negative
radhysha jingga arkana,"bagus, cuman pas masuk katanya gak ada jaringan padahal jaringan sudah nyala dan kuota milikku masih full, tetap ngga bisa..",4,,2025-09-07 10:50:06,,,"bagus, cuman pas masuk katanya gak ada jaringan padahal jaringan sudah nyala dan kuota milikku masih full, tetap ngga bisa..","['bagus', 'cuma', 'pas', 'masuk', 'katanya', 'tidak', 'ada', 'jaringan', 'padahal', 'jaringan', 'sudah', 'nyala', 'dan', 'kuota', 'milikku', 'masih', 'full', 'tetap', 'tidak', 'bisa']","['bagus', 'cuma', 'pas', 'masuk', 'kata', 'tidak', 'ada', 'jaring', 'padahal', 'jaring', 'sudah', 'nyala', 'dan', 'kuota', 'milik', 'masih', 'full', 'tetap', 'tidak', 'bisa']","['masuk', 'kata', 'jaring', 'jaring', 'nyala', 'kuota', 'milik']",negative
Faiza Aulia Nisa,kok di aku gak bisa ke daftar ya?,2,11.14.0,2025-09-07 10:34:00,,,kok di aku gak bisa ke daftar ya?,"['kok', 'di', 'aku', 'tidak', 'bisa', 'ke', 'daftar', 'iya']","['kok', 'di', 'aku', 'tidak', 'bisa', 'ke', 'daftar', 'iya']",['daftar'],negative
Kay _ra,"ak kasih bintang 4 dulu yaa soalnya, perkembangannya baru setengah jalan",4,,2025-09-07 10:23:58,,,"ak kasih bintang 4 dulu yaa soalnya, perkembangannya baru setengah jalan","['aku', 'kasih', 'bintang', 'dulu', 'iya', 'soalnya', 'per', 'kembangan', 'nya', 'baru', 'setengah', 'jalan']","['aku', 'kasih', 'bintang', 'dulu', 'iya', 'soal', 'per', 'kembang', 'nya', 'baru', 'tengah', 'jalan']","['bintang', 'kembang']",positive
meylani amalia88,"error terus, perbaiki",1,11.14.0,2025-09-07 09:59:14,,,"error terus, perbaiki","['error', 'terus', 'perbaiki']","['error', 'terus', 'baik']","['error', 'baik']",negative
Eksa Cahya,"sekarang kok iklan nya lama ya , jadi 2 kali iklan nya harus nya kan KLO mau pindah bab kan udah 1 kali aja kan iklan tpi ini 2 kali",3,11.13.0,2025-09-07 07:57:16,,,"sekarang kok iklan nya lama ya , jadi 2 kali iklan nya harus nya kan klo mau pindah bab kan udah 1 kali aja kan iklan tpi ini 2 kali","['sekarang', 'kok', 'iklan', 'nya', 'lama', 'iya', 'jadi', 'kali', 'iklan', 'nya', 'harus', 'nya', 'kan', 'kalau', 'mau', 'pindah', 'bab', 'kan', 'sudah', 'kali', 'aja', 'kan', 'iklan', 'tapi', 'ini', 'kali']","['sekarang', 'kok', 'iklan', 'nya', 'lama', 'iya', 'jadi', 'kali', 'iklan', 'nya', 'harus', 'nya', 'kan', 'kalau', 'mau', 'pindah', 'bab', 'kan', 'sudah', 'kali', 'aja', 'kan', 'iklan', 'tapi', 'ini', 'kali']","['iklan', 'lama', 'iklan', 'bab', 'iklan']",positive
y nita,"sedia in fitur buat hapus cerita yang udah di baca, walaupun udah di hapus dari perpustakaan tapi di tempat ""cerita mu"" sampul nya ttp gak hilang, tolong supaya bisa hilang ya, ditunggu updatenya",4,,2025-09-07 06:36:08,,,"sedia in fitur buat hapus cerita yang udah di baca, walaupun udah di hapus dari perpustakaan tapi di tempat ""cerita mu"" sampul nya ttp gak hilang, tolong supaya bisa hilang ya, ditunggu updatenya","['sedia', 'in', 'fitur', 'buat', 'hapus', 'cerita', 'yang', 'sudah', 'di', 'baca', 'walaupun', 'sudah', 'di', 'hapus', 'dari', 'perpustakaan', 'tapi', 'di', 'tempat', 'cerita', 'mu', 'sampul', 'nya', 'tetap', 'tidak', 'hilang', 'tolong', 'supaya', 'bisa', 'hilang', 'iya', 'ditunggu', 'update']","['sedia', 'in', 'fitur', 'buat', 'hapus', 'cerita', 'yang', 'sudah', 'di', 'baca', 'walaupun', 'sudah', 'di', 'hapus', 'dari', 'pustaka', 'tapi', 'di', 'tempat', 'cerita', 'mu', 'sampul', 'nya', 'tetap', 'tidak', 'hilang', 'tolong', 'supaya', 'bisa', 'hilang', 'iya', 'tunggu', 'update']","['in', 'fitur', 'hapus', 'cerita', 'baca', 'hapus', 'pustaka', 'cerita', 'mu', 'sampul', 'hilang', 'hilang', 'update']",negative
Tuti Alwiyah,kenapa wattpad sekarang jelek banget? masa kalau mau buka cerita yg terperbarui mesti dialihkan ke beranda terus?,2,11.14.0,2025-09-07 05:51:24,,,kenapa wattpad sekarang jelek banget? masa kalau mau buka cerita yg terperbarui mesti dialihkan ke beranda terus?,"['kenapa', 'wattpad', 'sekarang', 'jelek', 'banget', 'masa', 'kalau', 'mau', 'buka', 'cerita', 'yang', 'ter', 'per', 'baru', 'mesti', 'dialihkan', 'ke', 'beranda', 'terus']","['kenapa', 'wattpad', 'sekarang', 'jelek', 'banget', 'masa', 'kalau', 'mau', 'buka', 'cerita', 'yang', 'ter', 'per', 'baru', 'mesti', 'alih', 'ke', 'beranda', 'terus']","['jelek', 'cerita', 'ter', 'mesti', 'beranda']",neutral
Roviatul Hajjah,"nyebelin sama iklan nya. ganti bab baru, belum di baca iklan udah kaya kereta,. dari kemaren gitu terus, jadi males baca",2,11.13.0,2025-09-07 05:14:56,,,"nyebelin sama iklan nya. ganti bab baru, belum di baca iklan udah kaya kereta,. dari kemaren gitu terus, jadi males baca","['nyebelin', 'sama', 'iklan', 'nya', 'ganti', 'bab', 'baru', 'belum', 'di', 'baca', 'iklan', 'sudah', 'seperti', 'kereta', 'dari', 'kemaren', 'gitu', 'terus', 'jadi', 'males', 'baca']","['nyebelin', 'sama', 'iklan', 'nya', 'ganti', 'bab', 'baru', 'belum', 'di', 'baca', 'iklan', 'sudah', 'seperti', 'kereta', 'dari', 'kemaren', 'gitu', 'terus', 'jadi', 'males', 'baca']","['nyebelin', 'iklan', 'bab', 'baca', 'iklan', 'kereta', 'kemaren', 'males', 'baca']",negative
Fizangin,"keren, tpi banyak bug. masa saya mau login akun wp, tpi kgk bisa.",2,11.13.0,2025-09-07 05:09:59,,,"keren, tpi banyak bug. masa saya mau login akun wp, tpi kgk bisa.","['keren', 'tapi', 'banyak', 'bug', 'masa', 'saya', 'mau', 'login', 'akun', 'wattpad', 'tapi', 'kgk', 'bisa']","['keren', 'tapi', 'banyak', 'bug', 'masa', 'saya', 'mau', 'login', 'akun', 'wattpad', 'tapi', 'kgk', 'bisa']","['keren', 'bug', 'login', 'akun', 'kgk']",negative
Syaqila Istiqomah,"Makin kesini kok update nya makin jelek, masa pas mau buka updatean cerita harus keluar tulisan ""Wattpad"" dulu, mana loading nya lama bgt pdhl jaringan full, terus pas mau buka updatean malah keluar lagi, dan jg ga ada jarak ""-"" di antara judul cerita sama judul chap nya, JELEK BANGET UPDATEANNYA, jelek bnr bnr jelek",1,11.12.2,2025-09-07 05:09:07,,,"makin kesini kok update nya makin jelek, masa pas mau buka updatean cerita harus keluar tulisan ""wattpad"" dulu, mana loading nya lama bgt pdhl jaringan full, terus pas mau buka updatean malah keluar lagi, dan jg ga ada jarak ""-"" di antara judul cerita sama judul chap nya, jelek banget updateannya, jelek bnr bnr jelek","['makin', 'kesini', 'kok', 'update', 'nya', 'makin', 'jelek', 'masa', 'pas', 'mau', 'buka', 'updatean', 'cerita', 'harus', 'keluar', 'tulisan', 'wattpad', 'dulu', 'mana', 'loading', 'nya', 'lama', 'banget', 'padahal', 'jaringan', 'full', 'terus', 'pas', 'mau', 'buka', 'updatean', 'malah', 'keluar', 'lagi', 'dan', 'juga', 'tidak', 'ada', 'jarak', 'di', 'antara', 'judul', 'cerita', 'sama', 'judul', 'chap', 'nya', 'jelek', 'banget', 'update', 'anny', 'jelek', 'benar', 'benar', 'jelek']","['makin', 'kesini', 'kok', 'update', 'nya', 'makin', 'jelek', 'masa', 'pas', 'mau', 'buka', 'updatean', 'cerita', 'harus', 'keluar', 'tulis', 'wattpad', 'dulu', 'mana', 'loading', 'nya', 'lama', 'banget', 'padahal', 'jaring', 'full', 'terus', 'pas', 'mau', 'buka', 'updatean', 'malah', 'keluar', 'lagi', 'dan', 'juga', 'tidak', 'ada', 'jarak', 'di', 'antara', 'judul', 'cerita', 'sama', 'judul', 'chap', 'nya', 'jelek', 'banget', 'update', 'anny', 'jelek', 'benar', 'benar', 'jelek']","['update', 'jelek', 'updatean', 'cerita', 'keluar', 'tulis', 'loading', 'lama', 'jaring', 'updatean', 'keluar', 'jarak', 'antara', 'judul', 'cerita', 'judul', 'chap', 'jelek', 'update', 'jelek', 'jelek']",negative
Kitten By Kitten,Wattpad itu adalah aplikasi baca tulis terbaik yang pernah aku temui cuma masalahnya tuh ada di iklannya. Padahal udah ngambil 3 add skips dan baru aja ngambil tiba-tiba ada iklan jadi apa fungsinya add skip itu kalau masih ada iklan? tolong diperbaiki lagi ya dibagian iklannya makasih 🙏,4,,2025-09-07 03:36:16,,,wattpad itu adalah aplikasi baca tulis terbaik yang pernah aku temui cuma masalahnya tuh ada di iklannya. padahal udah ngambil 3 add skips dan baru aja ngambil tiba-tiba ada iklan jadi apa fungsinya add skip itu kalau masih ada iklan? tolong diperbaiki lagi ya dibagian iklannya makasih 🙏,"['wattpad', 'itu', 'adalah', 'aplikasi', 'baca', 'tulis', 'terbaik', 'yang', 'pernah', 'aku', 'temui', 'cuma', 'masalahnya', 'tuh', 'ada', 'di', 'iklannya', 'padahal', 'sudah', 'ngambil', 'add', 'skips', 'dan', 'baru', 'aja', 'ngambil', 'tiba', 'tiba', 'ada', 'iklan', 'jadi', 'apa', 'fungsinya', 'add', 'skip', 'itu', 'kalau', 'masih', 'ada', 'iklan', 'tolong', 'diperbaiki', 'lagi', 'iya', 'dibagian', 'iklannya', 'terima', 'kasih']","['wattpad', 'itu', 'adalah', 'aplikasi', 'baca', 'tulis', 'baik', 'yang', 'pernah', 'aku', 'temu', 'cuma', 'masalah', 'tuh', 'ada', 'di', 'iklan', 'padahal', 'sudah', 'ngambil', 'add', 'skips', 'dan', 'baru', 'aja', 'ngambil', 'tiba', 'tiba', 'ada', 'iklan', 'jadi', 'apa', 'fungsi', 'add', 'skip', 'itu', 'kalau', 'masih', 'ada', 'iklan', 'tolong', 'baik', 'lagi', 'iya', 'bagi', 'iklan', 'terima', 'kasih']","['baca', 'tulis', 'baik', 'masalah', 'iklan', 'ngambil', 'add', 'skips', 'ngambil', 'iklan', 'fungsi', 'add', 'skip', 'iklan', 'baik', 'iklan']",neutral
Manyun,"kok aku gabisa login ya? udah pake akun yang berbeda beda tetep gabisa login, udah aku coba uninstall dan download lagi tapi hasilnya tetep sama",1,11.13.0,2025-09-07 03:28:49,,,"kok aku gabisa login ya? udah pake akun yang berbeda beda tetep gabisa login, udah aku coba uninstall dan download lagi tapi hasilnya tetep sama","['kok', 'aku', 'gabisa', 'login', 'iya', 'sudah', 'pakai', 'akun', 'yang', 'berbeda', 'beda', 'tetap', 'gabisa', 'login', 'sudah', 'aku', 'coba', 'uninstall', 'dan', 'simpan', 'lagi', 'tapi', 'hasilnya', 'tetap', 'sama']","['kok', 'aku', 'gabisa', 'login', 'iya', 'sudah', 'pakai', 'akun', 'yang', 'beda', 'beda', 'tetap', 'gabisa', 'login', 'sudah', 'aku', 'coba', 'uninstall', 'dan', 'simpan', 'lagi', 'tapi', 'hasil', 'tetap', 'sama']","['gabisa', 'login', 'akun', 'beda', 'beda', 'gabisa', 'login', 'uninstall', 'simpan', 'hasil']",negative
Caca Omen,plissss ini seru bangettttt buat gw yg suka baca cuma kadang kalo gw mau lanjutin baca yg offline knp suka ga bisa gtuuu jadi ny cerita ny suka ga kebaca sampe tamat karna ga bisa di buka pliss update terusss tapi walaupun gtu gw ttp suka sama wp karna seru,5,11.12.1,2025-09-07 03:28:44,,,plissss ini seru bangettttt buat gw yg suka baca cuma kadang kalo gw mau lanjutin baca yg offline knp suka ga bisa gtuuu jadi ny cerita ny suka ga kebaca sampe tamat karna ga bisa di buka pliss update terusss tapi walaupun gtu gw ttp suka sama wp karna seru,"['plis', 'ini', 'seru', 'banget', 'buat', 'aku', 'yang', 'suka', 'baca', 'cuma', 'kadang', 'kalau', 'aku', 'mau', 'lanjutin', 'baca', 'yang', 'offline', 'kenapa', 'suka', 'tidak', 'bisa', 'gtu', 'jadi', 'nya', 'cerita', 'nya', 'suka', 'tidak', 'kebaca', 'sampai', 'tamat', 'karena', 'tidak', 'bisa', 'di', 'buka', 'tolong', 'update', 'terus', 'tapi', 'walaupun', 'gtu', 'aku', 'tetap', 'suka', 'sama', 'wattpad', 'karena', 'seru']","['plis', 'ini', 'seru', 'banget', 'buat', 'aku', 'yang', 'suka', 'baca', 'cuma', 'kadang', 'kalau', 'aku', 'mau', 'lanjutin', 'baca', 'yang', 'offline', 'kenapa', 'suka', 'tidak', 'bisa', 'gtu', 'jadi', 'nya', 'cerita', 'nya', 'suka', 'tidak', 'baca', 'sampai', 'tamat', 'karena', 'tidak', 'bisa', 'di', 'buka', 'tolong', 'update', 'terus', 'tapi', 'walaupun', 'gtu', 'aku', 'tetap', 'suka', 'sama', 'wattpad', 'karena', 'seru']","['seru', 'suka', 'baca', 'lanjutin', 'baca', 'offline', 'suka', 'gtu', 'cerita', 'suka', 'baca', 'tamat', 'update', 'gtu', 'suka', 'seru']",positive
Kia Kuswendra,"Wattpad tolong lah, jangan kebelet haji, bagus sih cerita'nya, tpi masa kita harus berbayar dlu biar bisa download novel lebih banyak, sekarang makin parah, cuma dua doang. tapi yg lainnya udh bagus",4,11.13.0,2025-09-07 02:19:04,,,"wattpad tolong lah, jangan kebelet haji, bagus sih cerita'nya, tpi masa kita harus berbayar dlu biar bisa download novel lebih banyak, sekarang makin parah, cuma dua doang. tapi yg lainnya udh bagus","['wattpad', 'tolong', 'lah', 'jangan', 'kebelet', 'haji', 'bagus', 'sih', 'cerita', 'nya', 'tapi', 'masa', 'kita', 'harus', 'berbayar', 'dlu', 'biar', 'bisa', 'simpan', 'novel', 'lebih', 'banyak', 'sekarang', 'makin', 'parah', 'cuma', 'dua', 'doang', 'tapi', 'yang', 'lainnya', 'sudah', 'bagus']","['wattpad', 'tolong', 'lah', 'jangan', 'kebelet', 'haji', 'bagus', 'sih', 'cerita', 'nya', 'tapi', 'masa', 'kita', 'harus', 'bayar', 'dlu', 'biar', 'bisa', 'simpan', 'novel', 'lebih', 'banyak', 'sekarang', 'makin', 'parah', 'cuma', 'dua', 'doang', 'tapi', 'yang', 'lain', 'sudah', 'bagus']","['kebelet', 'haji', 'cerita', 'bayar', 'dlu', 'simpan', 'novel']",positive
Yeyen Januari,"makin kesini bukannya makin membaik malah memburuk maaakiiiin terpuruk aja nih Wattpad harus bayar premium udah list baca offline di bookmark tinggal 2 biji. Mencari keuntungan kompersil, kah?! pantas aja rating nya makin turun💁‍♂️",1,11.14.0,2025-09-07 01:57:32,,,"makin kesini bukannya makin membaik malah memburuk maaakiiiin terpuruk aja nih wattpad harus bayar premium udah list baca offline di bookmark tinggal 2 biji. mencari keuntungan kompersil, kah?! pantas aja rating nya makin turun💁‍♂️","['makin', 'kesini', 'bukannya', 'makin', 'membaik', 'malah', 'memburuk', 'makin', 'terpuruk', 'aja', 'nih', 'wattpad', 'harus', 'bayar', 'premium', 'sudah', 'list', 'baca', 'offline', 'di', 'bookmark', 'tinggal', 'biji', 'mencari', 'keuntungan', 'kompersil', 'kah', 'pantas', 'aja', 'rating', 'nya', 'makin', 'turun']","['makin', 'kesini', 'bukan', 'makin', 'baik', 'malah', 'buruk', 'makin', 'puruk', 'aja', 'nih', 'wattpad', 'harus', 'bayar', 'premium', 'sudah', 'list', 'baca', 'offline', 'di', 'bookmark', 'tinggal', 'biji', 'cari', 'untung', 'kompersil', 'kah', 'pantas', 'aja', 'rating', 'nya', 'makin', 'turun']","['baik', 'buruk', 'puruk', 'bayar', 'premium', 'list', 'baca', 'offline', 'bookmark', 'tinggal', 'cari', 'untung', 'kompersil', 'pantas', 'rating']",negative
